id,Name,Country,Category,Gender,Birth,Death,,,
702,"Oesch, Lennart  ",Finland ,Military-Ground ,Male ,1892,1978,,,
703,"del Valle, Pedro  ",Puerto Rico ,Military-Ground ,Male ,1893,1978,,,
704,"Brooks, Edward  ",United States ,Military-Ground ,Male ,1893,1978,,,
705,"Menzies, Robert  ",Australia ,Government ,Male ,1894,1978,,,
706,"Leese, Oliver  ",United Kingdom ,Military-Ground ,Male ,1894,1978,,,
707,"Maisel, Ernst  ",Germany ,Military-Ground ,Male ,1896,1978,,,
708,"Manteuffel, Hasso  ",Germany ,Military-Ground ,Male ,1897,1978,,,
709,"Hu, Su  ",China ,Military-Ground ,Male ,1899,1978,,,
710,"Forman, Harrison  ",United States ,Photography ,Male ,1904,1978,,,
711,"Eatherly, Claude  ",United States ,Military-Air ,Male ,1918,1978,,,
712,"Wallis, Barnes  ",United Kingdom ,Science-Engineering ,Male ,1887,1979,,,
713,"Devers, Jacob  ",United States ,Military-Ground ,Male ,1887,1979,,,
714,"Wenneker, Paul  ",Germany ,Military-Sea ,Male ,1890,1979,,,
715,"Mountbatten, Louis  ",United Kingdom ,Military-Sea ,Male ,1900,1979,,,
716,"True, Arnold  ",United States ,Military-Sea ,Male ,1901,1979,,,
717,"Gehlen, Reinhard  ",Germany ,Military-Ground ,Male ,1902,1979,,,
718,"Reitsch, Hanna  ",Germany ,Military-Air ,Female ,1912,1979,,,
719,"Attun, Palalin  ",Taiwan ,Military-Ground ,Male ,1919,1979,,,
720,"Yoshida, Mitsuru  ",Japan ,Military-Sea ,Male ,1923,1979,,,
721,"Duch, Boleslaw  ",Poland ,Military-Ground ,Male ,1885,1980,,,
722,"Simpson, William  ",United States ,Military-Ground ,Male ,1888,1980,,,
723,"Vargas, Jorge  ",Philippines ,Government ,Male ,1890,1980,,,
724,"Dönitz, Karl  ",Germany ,Military-Sea ,Male ,1891,1980,,,
725,"Tito, Josip  ",Yugoslavia ,Military-Ground ,Male ,1892,1980,,,
726,"Dornberger, Walter  ",Germany ,Science-Engineering ,Male ,1895,1980,,,
727,Philipp  ,Germany ,Government ,Male ,1896,1980,,,
728,"Mosley, Oswald  ",United Kingdom ,Government ,Male ,1896,1980,,,
729,"Golikov, Filipp  ",Russia ,Military-Ground ,Male ,1900,1980,,,
730,"Cochran, Jacqueline  ",United States ,Military-Air ,Female ,1906,1980,,,
731,"Sanz-Briz, Ángel  ",Spain ,Government ,Male ,1910,1980,,,
732,"Masherov, Pyotr  ",Byelorussia ,Government ,Male ,1918,1980,,,
733,"Auchinleck, Claude  ",United Kingdom ,Military-Ground ,Male ,1884,1981,,,
734,"Godfroy, René-Émile  ",France ,Military-Sea ,Male ,1885,1981,,,
735,"Baur, Eleonore  ",Germany ,Other ,Female ,1885,1981,,,
736,Yasuhiko  ,Japan ,Military-Ground ,Male ,1887,1981,,,
737,"Mikawa, Gunichi  ",Japan ,Military-Sea ,Male ,1888,1981,,,
738,"Fraser, Bruce  ",United Kingdom ,Military-Sea ,Male ,1888,1981,,,
739,"O'Connor, Richard  ",United Kingdom ,Military-Ground ,Male ,1889,1981,,,
740,"Bradley, Omar  ",United States ,Military-Ground ,Male ,1893,1981,,,
741,"Yu, Hanmou  ",China ,Military-Ground ,Male ,1896,1981,,,
742,"Puttkamer, Karl-Jesco  ",Germany ,Government ,Male ,1900,1981,,,
743,"Du, Yuming  ",China ,Military-Ground ,Male ,1904,1981,,,
744,"Speer, Albert  ",Germany ,Government ,Male ,1905,1981,,,
745,"Kelsey, Benjamin  ",United States ,Military-Air ,Male ,1906,1981,,,
746,"Sakellariou, Alexandros  ",Greece ,Military-Sea ,Male ,1887,1982,,,
747,"Herring, Edmund  ",Australia ,Military-Ground ,Male ,1892,1982,,,
748,"Auphan, Gabriel  ",France ,Military-Sea ,Male ,1894,1982,,,
749,"Lanz, Hubert  ",Germany ,Military-Ground ,Male ,1896,1982,,,
750,"Heusinger, Adolf  ",Germany ,Military-Ground ,Male ,1897,1982,,,
751,"Bagramyan, Ivan  ",Armenia ,Military-Ground ,Male ,1897,1982,,,
752,"Wenck, Walther  ",Germany ,Military-Ground ,Male ,1900,1982,,,
753,"Chuikov, Vasily  ",Russia ,Military-Ground ,Male ,1900,1982,,,
754,"Rotmistrov, Pavel  ",Russia ,Military-Ground ,Male ,1901,1982,,,
755,"Horikoshi, Jiro  ",Japan ,Science-Engineering ,Male ,1903,1982,,,
756,"Pan, Yukun  ",China ,Military-Ground ,Male ,1906,1982,,,
757,"Hall, Virginia  ",United States ,Intelligence ,Female ,1906,1982,,,
758,"Kamanin, Nikolai  ",Russia ,Military-Air ,Male ,1908,1982,,,
759,"Bader, Douglas  ",United Kingdom ,Military-Air ,Male ,1910,1982,,,
760,"Bershanskaya, Yevdokia  ",Russia ,Military-Air ,Female ,1913,1982,,,
761,"Forde, Frank  ",Australia ,Government ,Male ,1890,1983,,,
762,Leopold III  ,Belgium ,Government ,Male ,1901,1983,,,
763,"Niemöller, Martin  ",Germany ,Other ,Male ,1892,1984,,,
764,"Harris, Arthur  ",United Kingdom ,Military-Air ,Male ,1892,1984,,,
765,"Fretter-Pico, Maximilian  ",Germany ,Military-Ground ,Male ,1892,1984,,,
766,"Altenburg, Günther  ",Germany ,Government ,Male ,1894,1984,,,
767,"Clark, Mark  ",United States ,Military-Ground ,Male ,1896,1984,,,
768,"Newman, Maxwell  ",United Kingdom ,Science-Engineering ,Male ,1897,1984,,,
769,"Horiuchi, Shigetada  ",Japan ,Military-Sea ,Male ,1897,1984,,,
770,"Vouza, Jacob  ",British Western Pacific Territories ,Military-Ground ,Male ,1900,1984,,,
771,"Ponomarenko, Panteleimon  ",Russia ,Government ,Male ,1902,1984,,,
772,"Su, Yu  ",China ,Military-Ground ,Male ,1907,1984,,,
773,"Smith, Maynard  ",United States ,Military-Air ,Male ,1911,1984,,,
774,"Koo, Vi Kyuin  ",China ,Government ,Male ,1888,1985,,,
775,"Ruge, Friedrich  ",Germany ,Military-Sea ,Male ,1894,1985,,,
776,Charlotte  ,Luxembourg ,Government ,Male ,1896,1985,,,
777,"Airo, Aksel  ",Finland ,Military-Ground ,Male ,1898,1985,,,
778,"Zhu, Jiaren  ",China ,Science-Engineering ,Male ,1900,1985,,,
779,"Kubijovyč, Volodymyr  ",Ukraine ,Government ,Male ,1900,1985,,,
780,"Traub, Erich  ",Germany ,Medicine ,Male ,1906,1985,,,
781,"Pokryshkin, Aleksandr  ",Russia ,Military-Air ,Male ,1913,1985,,,
782,"Molotov, Vyacheslav  ",Russia ,Government ,Male ,1890,1986,,,
783,"Harriman, Averell  ",United States ,Government ,Male ,1891,1986,,,
784,"Crutchley, Victor  ",United Kingdom ,Military-Sea ,Male ,1893,1986,,,
785,"Simonov, Sergei  ",Russia ,Science-Engineering ,Male ,1894,1986,,,
786,"Kitano, Masaji  ",Japan ,Military-Ground ,Male ,1894,1986,,,
787,"Smyth, Henry  ",United States ,Science-Engineering ,Male ,1898,1986,,,
788,"Sugihara, Chiune  ",Japan ,Government ,Male ,1900,1986,,,
789,"Bennett, Donald  ",Australia ,Military-Air ,Male ,1910,1986,,,
790,"Yasui, Minoru  ",United States ,Other ,Male ,1916,1986,,,
791,"He, Yingqin  ",China ,Military-Ground ,Male ,1890,1987,,,
792,"Gu, Zhutong  ",China ,Military-Ground ,Male ,1893,1987,,,
793,"Heß, Rudolf  ",Germany ,Government ,Male ,1894,1987,,,
794,"Eaker, Ira  ",United States ,Military-Air ,Male ,1896,1987,,,
795,Nobuhito  ,Japan ,Military-Sea ,Male ,1905,1987,,,
796,"Han, Deqin  ",China ,Military-Ground ,Male ,1892,1988,,,
797,"Ding, Zhipan  ",China ,Military-Ground ,Male ,1894,1988,,,
798,"Geddes, Andrew  ",United Kingdom ,Military-Air ,Male ,1896,1988,,,
799,"Gillars, Mildred  ",United States ,Journalism ,Female ,1900,1988,,,
800,"Russo, Nadejda  ",Romania ,Military-Air ,Female ,1901,1988,,,
801,"Xia, Chuzhong  ",China ,Military-Ground ,Male ,1904,1988,,,
802,Ulaan Huu  ,China ,Government ,Male ,1906,1988,,,
803,"Cochrane, Archibald  ",United Kingdom ,Military-Ground ,Male ,1909,1988,,,
804,"Luo, Yingde  ",China ,Military-Air ,Male ,1913,1988,,,
805,"Zang, Xilan  ",China ,Military-Air ,Male ,1917,1988,,,
806,"Kobe, Yuji  ",Japan ,Military-Sea ,Male ,1895,1989,,,
807,"Wedemeyer, Albert  ",United States ,Military-Ground ,Male ,1896,1989,,,
808,"Collins, John  ",Australia ,Military-Sea ,Male ,1899,1989,,,
809,Showa  ,Japan ,Government ,Male ,1901,1989,,,
810,"Best, Werner  ",Germany ,Government ,Male ,1903,1989,,,
811,"Genda, Minoru  ",Japan ,Military-Air ,Male ,1904,1989,,,
812,"Lacey, James  ",United Kingdom ,Military-Air ,Male ,1917,1989,,,
813,"Dunstan, Roberts  ",Australia ,Military-Air ,Male ,1922,1989,,,
814,Naruhiko  ,Japan ,Military-Ground ,Male ,1887,1990,,,
815,"Sun, Lianzhong  ",China ,Military-Ground ,Male ,1893,1990,,,
816,"Sun, Liren  ",China ,Military-Ground ,Male ,1900,1990,,,
817,"Zwilling, Ernst  ",Austria ,Photography ,Male ,1904,1990,,,
818,"LeMay, Curtis  ",United States ,Military-Air ,Male ,1906,1990,,,
819,"Tanabe, Yahachi  ",Japan ,Military-Sea ,Male ,1907,1990,,,
820,"Gavin, James  ",United States ,Military-Ground ,Male ,1907,1990,,,
821,"Shinozaki, Mamoru  ",Japan ,Government ,Male ,1908,1990,,,
822,Yi Geon  ,Korea ,Military-Ground ,Male ,1909,1990,,,
823,"Van Lierde, Remy  ",Belgium ,Military-Air ,Male ,1915,1990,,,
824,"Geisel, Theodor  ",United States ,Other ,Male ,1904,1991,,,
825,"Faillace, Gaetano  ",United States ,Photography ,Male ,1904,1991,,,
826,"Liu, Zhesheng  ",China ,Military-Air ,Male ,1914,1991,,,
827,"Aikman, Frederick  ",Canada ,Military-Air ,Male ,1919,1991,,,
828,"Hermans, Ward  ",Belgium ,Government ,Male ,1897,1992,,,
829,"Grabmann, Walter  ",Germany ,Military-Air ,Male ,1905,1992,,,
830,"Hopper, Grace  ",United States ,Military-Sea ,Female ,1906,1992,,,
831,Tsuneyoshi  ,Japan ,Military-Ground ,Male ,1909,1992,,,
832,"Doolittle, James  ",United States ,Military-Air ,Male ,1896,1993,,,
833,"Palmer, Alfred  ",United States ,Photography ,Male ,1906,1993,,,
834,"Studnitz, Hans Georg  ",Germany ,Photography ,Male ,1907,1993,,,
835,"Knox, Jean  ",United Kingdom ,Military-Ground ,Female ,1908,1993,,,
836,"Jurika, Stephen  ",United States ,Military-Sea ,Male ,1910,1993,,,
837,"Maczek, Stanislaw  ",Poland ,Military-Ground ,Male ,1892,1994,,,
838,"Degrelle, Léon  ",Belgium ,Military-Ground ,Male ,1906,1994,,,
839,"O'Kane, Richard  ",United States ,Military-Sea ,Male ,1911,1994,,,
840,"Caldwell, Clive  ",Australia ,Military-Air ,Male ,1911,1994,,,
841,"Chung, Il-kwon  ",Korea ,Military-Ground ,Male ,1917,1994,,,
842,Tunku Osman  ,Malaya ,Military-Ground ,Male ,1919,1994,,,
843,"Hobby, Oveta  ",United States ,Military-Ground ,Female ,1905,1995,,,
844,"Wünsche, Max  ",Germany ,Military-Ground ,Male ,1914,1995,,,
845,"Urban, Matthew  ",United States ,Military-Ground ,Male ,1919,1995,,,
846,"Burke, Arleigh  ",United States ,Military-Sea ,Male ,1901,1996,,,
847,"Ding, Delong  ",China ,Military-Ground ,Male ,1904,1996,,,
848,"Galland, Adolf  ",Germany ,Military-Air ,Male ,1912,1996,,,
849,"Axmann, Artur  ",Germany ,Government ,Male ,1913,1996,,,
850,"Leroy, Jacques  ",Belgium ,Military-Ground ,Male ,1924,1996,,,
851,"Ho, Feng-Shan  ",China ,Government ,Male ,1901,1997,,,
852,"Jones, Reginald  ",United Kingdom ,Science-Engineering ,Male ,1911,1997,,,
853,"Fujita, Nobuo  ",Japan ,Military-Air ,Male ,1911,1997,,,
854,"Chin, Arthur  ",China ,Military-Air ,Male ,1913,1997,,,
855,Bao Dai  ,French Indochina ,Government ,Male ,1913,1997,,,
856,"Xue, Yue  ",China ,Military-Ground ,Male ,1896,1998,,,
857,"Shi, Siming  ",China ,Government ,Male ,1908,1998,,,
858,"Gillies, Betty  ",United States ,Military-Air ,Female ,1908,1998,,,
859,"Johnson, Robert  ",United States ,Military-Air ,Male ,1920,1998,,,
860,"Lonsdale, Rupert  ",United Kingdom ,Military-Sea ,Male ,1905,1999,,,
861,"Rosenberg, Vera  ",United Kingdom ,Intelligence ,Female ,1908,2000,,,
862,"Hashimoto, Mochitsura  ",Japan ,Military-Sea ,Male ,1909,2000,,,
863,"Guinness de Cuffe, Alec  ",United Kingdom ,Military-Sea ,Male ,1914,2000,,,
864,"Sakai, Saburo  ",Japan ,Military-Air ,Male ,1916,2000,,,
865,"Krupinski, Walter  ",Germany ,Military-Air ,Male ,1920,2000,,,
866,"Zhang, Xueliang  ",China ,Government ,Male ,1901,2001,,,
867,"Stirbey, Marina  ",Romania ,Military-Air ,Female ,1912,2001,,,
868,"Johnson, James  ",United Kingdom ,Military-Air ,Male ,1915,2001,,,
869,"Grund, Horst  ",Germany ,Photography ,Male ,1915,2001,,,
870,"Hunter, Celia  ",United States ,Military-Air ,Female ,1919,2001,,,
871,"Häyhä, Simo  ",Finland ,Military-Ground ,Male ,1905,2002,,,
872,"Davis, Benjamin  ",United States ,Military-Air ,Male ,1912,2002,,,
873,"Smirnova, Maria  ",Russia ,Military-Air ,Female ,1920,2002,,,
874,"Song, Meiling  ",China ,Government ,Female ,1898,2003,,,
875,"Travers, Susan  ",United Kingdom ,Military-Ground ,Female ,1909,2003,,,
876,"Mauldin, Bill  ",United States ,Military-Ground ,Male ,1921,2003,,,
877,"Sweeney, Charles  ",United States ,Military-Air ,Male ,1919,2004,,,
878,"Sorour, Jackie  ",South Africa ,Military-Air ,Female ,1922,2004,,,
879,"Manchester, William  ",United States ,Military-Ground ,Male ,1922,2004,,,
880,"Bennett, Donald  ",United States ,Military-Ground ,Male ,1915,2005,,,
881,"Korematsu, Fred  ",United States ,Other ,Male ,1919,2005,,,
882,"Kim, Young-Oak  ",United States ,Military-Ground ,Male ,1919,2005,,,
883,"Singh, Umrao  ",India ,Military-Ground ,Male ,1920,2005,,,
884,"Anabuki, Satoru  ",Japan ,Military-Air ,Male ,1921,2005,,,
885,"Vituska, Michal  ",Byelorussia ,Resistance ,Male ,1907,2006,,,
886,"Ford, Gerald  ",United States ,Military-Sea ,Male ,1913,2006,,,
887,"Toguri, Iva  ",United States ,Journalism ,Female ,1916,2006,,,
888,"Doss, Desmond  ",United States ,Military-Ground ,Male ,1919,2006,,,
889,"Schneiders, Toni  ",Germany ,Photography ,Male ,1920,2006,,,
890,"Endo, Mitsuye  ",United States ,Other ,Female ,1920,2006,,,
891,"Baggett, Owen  ",United States ,Military-Air ,Male ,1920,2006,,,
892,"Deschamps, Hélène  ",France ,Resistance ,Female ,1921,2006,,,
893,"Gabaldon, Guy  ",United States ,Military-Ground ,Male ,1926,2006,,,
894,"Sejima, Ryuzo  ",Japan ,Military-Ground ,Male ,1911,2007,,,
895,"Tibbets, Paul  ",United States ,Military-Air ,Male ,1915,2007,,,
896,"Jongh, Andrée de  ",Belgium ,Resistance ,Female ,1916,2007,,,
897,"Hadley, Eleanor  ",United States ,Government ,Female ,1916,2007,,,
898,"Morris, John  ",United Kingdom ,Photography ,Male ,1911,2008,,,
899,"Wang, Guangfu  ",China ,Military-Air ,Male ,1914,2008,,,
900,"Furman, Robert  ",United States ,Military-Ground ,Male ,1915,2008,,,
901,"Baumgartner, Ann  ",United States ,Military-Air ,Female ,1918,2008,,,
902,"Ray, Margaret  ",United States ,Military-Air ,Female ,1921,2008,,,
903,"Virot, Andrée  ",France ,Resistance ,Female ,1905,2010,,,
904,"Albert, Marcel  ",France ,Military-Air ,Male ,1917,2010,,,
905,"Uhl, Edward  ",United States ,Science-Engineering ,Male ,1918,2010,,,
906,"Feller, Robert  ",United States ,Military-Sea ,Male ,1918,2010,,,
907,"Axton, Mildred  ",United States ,Military-Air ,Female ,1919,2010,,,
908,"Kaneko, Yasuji  ",Japan ,Military-Ground ,Male ,1920,2010,,,
909,"Stewart, Hugh  ",United Kingdom ,Photography ,Male ,1910,2011,,,
910,"Hirabayashi, Gordon  ",United States ,Other ,Male ,1918,2012,,,
911,"Ito, Kiyoshi  ",Japan ,Military-Air ,Male ,1921,2012,,,
912,"Sirota, Beate  ",Austria ,Government ,Female ,1923,2012,,,
913,"Inouye, Daniel  ",Hawaii ,Military-Ground ,Male ,1924,2012,,,
914,"Dragescu, Mariana  ",Romania ,Military-Air ,Female ,1912,2013,,,
915,"Miller, Wayne  ",United States ,Photography ,Male ,1918,2013,,,
916,"Batey, Mavis  ",United Kingdom ,Science-Engineering ,Female ,1921,2013,,,
917,"Zamperini, Louis  ",United States ,Military-Air ,Male ,1917,2014,,,
918,"Shinozuka, Yoshio  ",Japan ,Medicine ,Male ,1923,2014,,,
919,"Winton, Nicholas  ",United Kingdom ,Other ,Male ,1909,2015,,,
920,"Kleiss, Jack  ",United States ,Military-Air ,Male ,1916,2016,,,
921,"Harada, Kaname  ",Japan ,Military-Air ,Male ,1916,2016,,,
922,Mihai I  ,Romania ,Government ,Male ,1921,2017,,,
923,"Bush, George  ",United States ,Military-Air ,Male ,1924,2018,,,
924,Jean  ,Luxembourg ,Government ,Male ,1921,2019,,,
